Catégorie,Action,clean_categorie,predicted_categorie,valid_sentence
Infrastructure > Groupe Electrogene,arrêt ce jour pour entretien préventif entre 12H10 et 14H50 .,Infrastructure,M3,False
Infrastructure > Groupe Electrogene,resolu,Infrastructure,M3,False
Infrastructure > Groupe Electrogene,entretien GE,Infrastructure,Workflows,False
Infrastructure > Groupe Electrogene,entretien GE,Infrastructure,Postes,False
Infrastructure > Groupe Electrogene,LE SITE EST ACTUELLEMENT UP,Infrastructure,Postes,False
Infrastructure > Groupe Electrogene,SERVICE restauré,Infrastructure,M3,False
Infrastructure > Groupe Electrogene,Le site est UP,Infrastructure,M3,False
Infrastructure > Reseau et Telecom,switch est allumé et le magasinier qui y est connecté travaille normalement:RAS,Reseau,Securité,False
Infrastructure > Reseau et Telecom,information traitée,Reseau,M3,False
Infrastructure > Reseau et Telecom,Suppression du NAC sur le port concerné le temps que le helpdesk bascule les utilisateurs sur les nouveaux ports,Reseau,Postes,False
Infrastructure > Reseau et Telecom,Port ajouté,Reseau,Postes,False
Infrastructure > Reseau et Telecom,Objet du mail mis à jour,Reseau,Postes,False
Infrastructure > Reseau et Telecom,Accès accordés suivnat la demande,Reseau,M3,False
Infrastructure > Reseau et Telecom,service restauré,Reseau,Securité,False
Infrastructure > Serveur I,Traité,Infrastructure,Postes,False
Infrastructure > Serveur I,Aucun résultat,Infrastructure,M3,False
Infrastructure > Serveur I,ce n'est pas un incident,Infrastructure,M3,False
Infrastructure > Serveur I,Fichier de ce jour envoyé à la hotline,Infrastructure,Postes,False
Infrastructure > Serveur I,"OKrn
redemarrage du service apache",Infrastructure,Postes,False
Infrastructure > Serveur I,"Asynchrone TTA001 arrêté en urgence.rn
 rn
Observation en cours",Infrastructure,Securité,False
Infrastructure > Serveur I,nous le fermons,Infrastructure,M3,False
Infrastructure > Serveur I,ras,Infrastructure,Postes,False
Infrastructure > Serveur I,serveur restauré,Infrastructure,Optimaint,False
Infrastructure > Serveur I,Doublon voir incident 240422,Infrastructure,Postes,False
Infrastructure > Serveur I,droits accordés,Infrastructure,M3,False
Infrastructure > Serveur I,Mise à jour OK,Infrastructure,Postes,False
Infrastructure > Serveur I,"Merci d'utiliser dans le reseau SABC en attendant
http://baliqlik101/qlikview/index.htmrn
lien intranet",Infrastructure,Postes,False
Infrastructure > Serveur I,"OKrn
redemarrage du service apache",Infrastructure,Postes,False
Infrastructure > Serveur I,"OKrn
redemarrage du service apache",Infrastructure,Postes,False
Infrastructure > Serveur I,Besoin des requetes pour valider les sources de données sur la journée,Infrastructure,Postes,False
Infrastructure > Serveur I,Analyse de la redirection DNS externe encoursrn,Infrastructure,M3,False
Infrastructure > Serveur I,resolu,Infrastructure,Securité,False
Infrastructure > Serveur I,"Arsene on en parle la semaine prochainern
Je suppose que tu as une solution de contournementrn",Infrastructure,Postes,False
M3 > Achats,"Une correction des stock a été effectuée par MMS996 et MMS997rn
Merci de vérifier à nouveau",M3,Securité,False
M3 > Achats,resolu,M3,M3,False
M3 > Achats,resolu,M3,M3,False
M3 > Achats,resolu,M3,M3,False
M3 > Achats,resolu,M3,M3,False
M3 > Achats,resolu,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Vos rôles m3 ont été supprimés et réattribués.rn
 rn
Merci de réessayer dans 5 minutes",M3,M3,False
M3 > Achats,"Aucune action menéern
 rn
Jean Daniel n'est pas intervenant sur GLPI rn
 rn",M3,M3,False
M3 > Achats,LE PROFIL A ETE ACTIVE DANS M3,M3,M3,False
M3 > Achats,"rn
 rn
 rn
paramétrage de bebine01 comme remplaçant de atang01 jusqu’au 20/03/2022",M3,M3,False
M3 > Achats,Le compte a été réactivé par la hotline,M3,M3,False
M3 > Achats,"L'extraction a été effectuée et communiquéern
 rn
SELECT DISTINCT CMDES.IBBUYE AS PROFILACHETEUR, CMDES.IBFACI AS ETABLISSEMENT, CMDES.IBWHLO AS DEPOT, DEPOT.MWWHNM AS LIBDPT, CMDES.IBITNO AS CODEARTICLE, ARTICLE.MMITCL AS GRPRODUIT, ARTICLE.MMITGR AS GRPARTICLE,
ARTICLE.MMITDS AS DESIGNATION, CMDES.IBPUNO AS NUMOA, CMDES.IBORTY AS TYPECMDES, DATEC.IAPUDT AS DATECMDES, CMDES.IBSUNO AS FOURNISSEUR, FOURN.IDSUNM AS NOMFOURNISSEUR, CMDES.IBPUST AS STATUTHAUT, CMDES.IBPUSL AS STATUTBAS,
CMDES.IBORQA AS QUANTITE,CMDES.IBODI1 AS REMISE1, CMDES.IBODI2 AS REMISE2, CMDES.IBODI3 AS REMISE3, CMDES.IBLNAM AS MONTANT
FROM (SELECT DISTINCT IBBUYE, IBFACI, IBWHLO, IBITNO, IBPUNO, IBSUNO, IBPUST, IBPUSL, IBORQA, IBLNAM, IBODI1,IBODI2,IBODI3, IBORTY FROM M3FDBCM1.MPLINE
WHERE IBPUSL!=99 AND IBITNO IN (SELECT MMITNO FROM M3FDBCM1.MITMAS WHERE MMCONO=100 AND MMITTY!='E99' AND MMITCL IN ('91003','93001','93002','93003','93004','93006','93007','94001','95003','95012','93001','95003'))
AND IBPUNO IN (SELECT DISTINCT IAPUNO FROM M3FDBCM1.MPHEAD WHERE IACONO=100 AND IAORTY IN ('E01','E02','OPT') AND (IAPUDT>20181231 AND IAPUDT<20220101))) AS CMDES
LEFT JOIN (SELECT DISTINCT IAPUNO,IAPUDT, IASUNO FROM M3FDBCM1.MPHEAD WHERE IACONO=100 AND IAORTY IN ('E01','E02','OPT') AND (IAPUDT>20181231 AND IAPUDT<20220101)) AS DATEC ON CMDES.IBPUNO=DATEC.IAPUNO
LEFT JOIN (SELECT DISTINCT MMITNO, MMITDS, MMITGR, MMITCL FROM M3FDBCM1.MITMAS WHERE MMCONO=100) AS ARTICLE ON CMDES.IBITNO=ARTICLE.MMITNO
LEFT JOIN (SELECT DISTINCT IDSUNO, IDSUNM FROM M3FDBCM1.CIDMAS WHERE IDSUTY=0 AND IDSTAT=20 AND IDCONO=100) AS FOURN ON CMDES.IBSUNO=FOURN.IDSUNO
LEFT JOIN (SELECT DISTINCT MWWHLO, MWWHNM FROM M3FDBCM1.MITWHL WHERE MWCONO=100) AS DEPOT ON CMDES.IBWHLO=DEPOT.MWWHLO
ORDER BY IBFACI, IBPUNO,IBITNO",M3,M3,False
M3 > Achats,"aucune action menées rn
 rn
en attente feed-back utilisateur après préoccupation",M3,M3,False
M3 > Achats,TRAITE,M3,Workflows,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,Merci de contacter l'acheteur pour modification code fournisseur,M3,M3,False
M3 > Achats,EN ATTENTE VALIDATION,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,MERCI DE CONFIRMER LA RESOLUTION DE CET INCIDENT,M3,CRM,False
M3 > Achats,Merci de vous rapprocher du contrôle de gestion pour conduite à tenir,M3,M3,False
M3 > Achats,"Nous avons constaté que l’emplacement renseigné dans la fiche de stock était un emplacement d’inspection.
Celui-ci a été modifié et remplacé par un emplacement adéquat de stockage. 
Nous avons joint Mme MISSEY qui nous a confirmé la résolution de son problème.",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Après vérification, la chaine remonte bienrn
Merci d'actualiser votre page et vérifierrn",M3,Postes,False
M3 > Achats,Merci de faire un feedback SVP,M3,M3,False
M3 > Achats,Nous ne retrouvons plus cet OD pour analyse il a apparemment été supprimé,M3,M3,False
M3 > Achats,Le centre de coût a été modifié au niveau de la chaine comptable,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Une correction a été effectuée sur l'article dans le MWS980rn
Le stock est à présent aligné",M3,M3,False
M3 > Achats,ok,M3,M3,False
M3 > Achats,TRAITE,M3,Reseau,False
M3 > Achats,L'OD a vraisemblablement été supprimé et ne nous permet plus d'analyse,M3,CRM,False
M3 > Achats,TRAITE,M3,Infrastructure,False
M3 > Achats,Problème résolu après réactualisation de la page,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,LIGNE SUPPRIMEE EN OIS300,M3,M3,False
M3 > Achats,"Une correction a été effectuée dans le MWS980rn
Les stocks se sont réalignés",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,Merci de modifier l'acheteur pour voir l'OA dans votre mashup,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,LA LIGNE EST REMONTE SANS INTERVENTION,M3,M3,False
M3 > Achats,ok,M3,Postes,False
M3 > Achats,"Le serveur a été redémarré pour libérer la cache.rn
Problème résolu.",M3,Postes,False
M3 > Achats,"Les OA ont bien été ramenés en statut 20rn
Merci de continuer l'action",M3,M3,False
M3 > Achats,"Une réparation du système a été effectuée via le MMS996 et MMS997rn
Le stock est de nouveau aligné",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"L'OR a été ramené au statut 22 et a bien été supprimérn
Merci de vérifier",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Les flux ont été resoumis manuellement sur le serveurrn
Merci de vérifier votre messagerie",M3,M3,False
M3 > Achats,La configuration de visualisation *ALL a été activée dans MNS150,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,Securité,False
M3 > Achats,MERCI DE FAIRE EVOLUER EN MMS300,M3,Securité,False
M3 > Achats,Le stock doit être réapprovisionné pour que la réception puisse être annulée,M3,M3,False
M3 > Achats,"La chaine comptable de l'OA a bien été modifiéern
Le problème a été résolu",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,Securité,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,Postes,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Une réparation a été effectuée via les programmes MMS996 et MMS997rn
Le stock est à présent aligné",M3,M3,False
M3 > Achats,"L'acheteur a été retiré et remis pour actualiser le Mashuprn
Merci de vérifier",M3,Securité,False
M3 > Achats,L'utilisatrice a utilisé une capture écran de l'OA qu'elle a soumis au fournisseur,M3,M3,False
M3 > Achats,TRAITE,M3,Workflows,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Le flux d'édition a de nouveau été généré et soumis sur le serveur de backuprn
Le problème a été soumis à l'admin qui continu les analyses",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,Le problème a été résolu sans intenvention,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Le flux a de nouveau été généré et resoumisrn
Merci de vérifier votre messagerie",M3,M3,False
M3 > Achats,EN ATTENTE VALIDATION,M3,M3,False
M3 > Achats,EN ATTENTE VALIDATION CHEF DE SERVICE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Bonsoir Giselern
Merci de trouver ci-dessous les OA dans lesquels EKEKE01 intervient",M3,M3,False
M3 > Achats,Nous attendons le retour de Jean,M3,M3,False
M3 > Achats,TRAITE,M3,Postes,False
M3 > Achats,script de synchronisation redémarré,M3,Postes,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"rn
 rn
 rn
rn
Effectivement le stock affiché est fictif.rnrn
rn
 En effectuant une réparation de l'article dans le MWS980rn
le MMS002 s'est vidé pour s'aligner au MMS060.rnrn
rn
Une nouvelle exécution du CAS180 ne devrait plus valoriser cet articlernrn",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,EN COURS,M3,M3,False
M3 > Achats,TRAITEMENT EN COURS,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,Postes,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,Une correction a été effectuée via le MMS996 et le MMS997,M3,M3,False
M3 > Achats,resolu,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Merci à la supervision d'exécuter la requête ci dessous:rn
SELECT * FROM M3FDBCM1.FFA161 WHERE F6CONO=100 AND F6PRID='TV8105';
UPDATE M3FDBCM1.FFA161 SET F6CONO=999 WHERE F6CONO=100 AND F6PRID='TV8105';",M3,M3,False
M3 > Achats,La chaine comptable a été actualisée en PPS201 pour que l'OA puisse passer en statut 15rn,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,CRM,False
M3 > Achats,Merci de vous rapprocher de la comptabilité pour annulation de la facturation en cours,M3,Postes,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,ok,M3,M3,False
M3 > Achats,"Le service MEC a été redémarré pour décongestionner la file d'attentern
Le service fonctionne de nouveau normalement",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,CRM,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,Postes,False
M3 > Achats,TRAITE,M3,Postes,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,Postes,False
M3 > Achats,ok,M3,M3,False
M3 > Achats,TRAITE,M3,Workflows,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,EN COURS,M3,M3,False
M3 > Achats,EN COURS,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Le service MEC a été redémarré.rn
rnrn
rnrn
rnrn
Problème résolu. OK",M3,M3,False
M3 > Achats,Nous continuons les analyses et reviendrons vers l'utilisateur,M3,M3,False
M3 > Achats,Le flux a de nouveau été soumis et réedité,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,"Une correction a été effectuée via le MMS235rn
rnrn",M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,CRM,False
M3 > Achats,TRAITE,M3,Securité,False
M3 > Achats,TRAITE,M3,CRM,False
M3 > Achats,L'utilisateur a effectué une reclassification pour corriger l'emplacement,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,Securité,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,TRAITE,M3,M3,False
M3 > Achats,MERCI DE SAISIR AVEC LE NUMERO DE LOT,M3,M3,False
M3 > Achats,TRAITE,M3,CRM,False
M3 > Commercial,ok,M3,CRM,False
M3 > Commercial,RAS,M3,M3,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,"A traiter lundi, il faut corriger les statuts des articles bloquées",M3,CRM,False
M3 > Commercial,L A FACTURE EST BIEN DANS LE COMPTE DU CLEIT EN ARS200,M3,CRM,False
M3 > Commercial,"PROFIL SUPPRIME ET RECREE , MERCI DE REFAIRE LES TESTS",M3,CRM,False
M3 > Commercial,MISE A JOUR TARIFAIRE EN OIS017,M3,Securité,False
M3 > Commercial,"RASrn
 rn
Doublon...Merci de paienter votre demande est en cours de traitement",M3,M3,False
M3 > Commercial,ok,M3,CRM,False
M3 > Commercial,ok,M3,Postes,False
M3 > Commercial,"COZ10 N'EST PAS UN ARTICLE SABC , METTRE COZ10P",M3,M3,False
M3 > Commercial,CORRECTION MMS002,M3,CRM,False
M3 > Commercial,ok,M3,CRM,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,RAS,M3,CRM,False
M3 > Commercial,ok,M3,CRM,False
M3 > Commercial,SUPPRESSION DE L'OD QUI CONSOMME LE STOCK,M3,M3,False
M3 > Commercial,ok,M3,Postes,False
M3 > Commercial,déjà résolu,M3,CRM,False
M3 > Commercial,MERCI DE REFAIRE LE TEST EN RENSEIGNANT LE NUMEROO DE LOT,M3,M3,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,ok,M3,CRM,False
M3 > Commercial,CORRECTION EFFECTUEE EN OIS017,M3,M3,False
M3 > Commercial,MISE A JOUR EFFECTUEE DANS LE BGZ,M3,CRM,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,"SELECT * FROM M3FDBCM1.MITLOC
WHERE MLWHLO = '106' and MLINON = '1' and MLWHSL='106CM00001';rn
UPDATE M3FDBCM1.MITLOC
SET MLINON = '0'
WHERE MLWHLO = '106' and MLINON = '1' and MLWHSL='106CM00001';",M3,CRM,False
M3 > Commercial,MERCI DE TESTER SUR UN AUTRE CIBELITE ET CHANGER DE NUMERO DE CAISSE,M3,M3,False
M3 > Commercial,mail envoyé,M3,M3,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,MERCI A PASCALINE DEFFECTUER LES CORRECTIONS DANS OIS017,M3,CRM,False
M3 > Commercial,CORRECTION ARTICLE EN MWS980,M3,CRM,False
M3 > Commercial,"SELECT * FROM M3FDBCM1.OINVOH WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220121 AND
UHINST = 90;rn

UPDATE M3FDBCM1.OINVOH SET UHINST = 81 WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220121 AND
UHINST = 90",M3,M3,False
M3 > Commercial,Merci de paramétrer cet article dans le Tarif GS en OIS017.,M3,M3,False
M3 > Commercial,ok,M3,Workflows,False
M3 > Commercial,COMPTE DESACTIVE EN CRS610,M3,M3,False
M3 > Commercial,ok,M3,CRM,False
M3 > Commercial,SUPPRESSION LIGNE DANS LE BGZ500,M3,CRM,False
M3 > Commercial,"La catégorie de référence de l'ordre a été passée à 0;rn
Problème corrigé",M3,CRM,False
M3 > Commercial,PAREMTRAGE EFFECTUE EN MMS002,M3,M3,False
M3 > Commercial,ok,M3,Workflows,False
M3 > Commercial,ok,M3,Postes,False
M3 > Commercial,LA SECURITE SUR LES REFERENCES EXTERNES DES COMMANDES DE VENTE N'EST PAS ENCORE ACTIVEE,M3,Workflows,False
M3 > Commercial,COMMANDE SUPPRIMEE,M3,M3,False
M3 > Commercial,IMPOSSIBLE DE FAIRE EVOLUER A 80,M3,Postes,False
M3 > Commercial,MISE A JOUR OIS007,M3,M3,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,ok,M3,CRM,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,MISE A JOUR FICHE ARTICLE EN MMS002,M3,CRM,False
M3 > Commercial,MERCI DE FAIRE UNE REPARATION,M3,CRM,False
M3 > Commercial,EN COURS,M3,Securité,False
M3 > Commercial,MERCI A L'EDITEUR DU WF D'ANNULER,M3,M3,False
M3 > Commercial,SAISIE MANUELLE EFFECTUEE,M3,Workflows,False
M3 > Commercial,"LENTEUR RESEAU , AUCUNE ACTION MENEE",M3,CRM,False
M3 > Commercial,SAISIE MANUELLE EFFECTUEE,M3,CRM,False
M3 > Commercial,Paramétrage effectué,M3,Postes,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,MISE A JOUR EFFECTUEE DANS OIS180,M3,M3,False
M3 > Commercial,OK,M3,M3,False
M3 > Commercial,"MISE A JOUR OIS196rn
 rn

SELECT * FROM M3FDBCM1.OINVOH WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220121 AND
UHINST = 90;rn

UPDATE M3FDBCM1.OINVOH SET UHINST = 81 WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220121 AND
UHINST = 90",M3,M3,False
M3 > Commercial,RAS,M3,CRM,False
M3 > Commercial,mauvais paramétrage de la date et heure,M3,Securité,False
M3 > Commercial,"COMPTE PARAMETRE SUR PRS_CESSIONSrn
 rn
COMPTE PARAMETRE SUR PRS_CESSIONS",M3,CRM,False
M3 > Commercial,ok,M3,Securité,False
M3 > Commercial,ok,M3,Postes,False
M3 > Commercial,resolu,M3,Postes,False
M3 > Commercial,MERCI DE MODIFIER LA PERIODE DANS ARS225,M3,Postes,False
M3 > Commercial,MISE A JOUR BGZ200 DANS BGZ500,M3,Securité,False
M3 > Commercial,CORRECTION EN OIS017,M3,Securité,False
M3 > Commercial,REQUETE EXECUTEE ET COMMUNIQUEE,M3,CRM,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,RAS,M3,CRM,False
M3 > Commercial,"SELECT * FROM M3FDBCM1.OINVOH WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220129 AND
UHINST = 90;rn

UPDATE M3FDBCM1.OINVOH SET UHINST = 81 WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220129 AND
UHINST = 90;",M3,M3,False
M3 > Commercial,RAS,M3,M3,False
M3 > Commercial,"LENTEUR RESEAU , AUCUNE ACTION A MENER",M3,CRM,False
M3 > Commercial,"LENTEUR RESEAU , RAS",M3,M3,False
M3 > Commercial,"LENTEUR RESEAU , AUCUNE ACTION MENEE",M3,CRM,False
M3 > Commercial,RAS,M3,M3,False
M3 > Commercial,RAS,M3,Securité,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,PARAMETRAGE EFFECTUE EN ARS520,M3,CRM,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,script redémarré,M3,M3,False
M3 > Commercial,TRAITE,M3,Workflows,False
M3 > Commercial,ok,M3,M3,False
M3 > Commercial,TRAITE,M3,Postes,False
M3 > Commercial,"SELECT * FROM M3FDBCM1.OINVOH WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90;rn
UPDATE M3FDBCM1.OINVOH SET UHINST = 81 WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90",M3,M3,False
M3 > Commercial,Tarifs en cours de validation à la DAVEP pour Mise à jour....,M3,CRM,False
M3 > Commercial,RAS,M3,M3,False
M3 > Commercial,MISE A JOURE EN CRS610,M3,M3,False
M3 > Commercial,ok.,M3,M3,False
M3 > Commercial,LIGNE SUPPRIMEE EN OIS300,M3,Securité,False
M3 > Commercial,ARTICLE REACTIVE EN MMS002,M3,M3,False
M3 > Commercial,FACTURES REMONTEES EN OIS300,M3,Postes,False
M3 > Commercial,TRAITE,M3,M3,False
M3 > Commercial,mail envoyé,M3,M3,False
M3 > Commercial,LIGNE EVOLUEE DANS LE BGZ500,M3,Postes,False
M3 > Commercial,"SELECT * FROM M3FDBCM1.OINVOH WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90;rn
UPDATE M3FDBCM1.OINVOH SET UHINST = 81 WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90",M3,Securité,False
M3 > Commercial,"MISE A JOUR BGZ500rn
 rn
MERCI DE PROCEDER AUX SAISIES MANUELLES",M3,Postes,False
M3 > Commercial,TRAITE,M3,Securité,False
M3 > Commercial,MISE A JOUR BGZ500,M3,Securité,False
M3 > Commercial,RAS,M3,M3,False
M3 > Commercial,Traité,M3,Applications,False
M3 > Commercial,EN COURS,M3,Postes,False
M3 > Commercial,TRAITE,M3,Securité,False
M3 > Commercial,TRAITE,M3,M3,False
M3 > Finance,resolu.,M3,M3,False
M3 > Finance,RAS,M3,M3,False
M3 > Finance,resolu,M3,M3,False
M3 > Finance,Supérieur Hiérarchique mis à jour,M3,CRM,False
M3 > Finance,remplacement de PENDA04 par MBALLA03 dans les différents WF,M3,Workflows,False
M3 > Finance,L'utilisateur a affirmé avoir reçu le mail,M3,CRM,False
M3 > Finance,pièces recyclées,M3,M3,False
M3 > Finance,resolu,M3,CRM,False
M3 > Finance,"retrait et octroie des droits rn
 rn
Merci d'essayer a nouveau",M3,CRM,False
M3 > Finance,Aucune action menées,M3,CRM,False
M3 > Finance,aucune action menées,M3,CRM,False
M3 > Finance,Paramétrage effectué dans la table PRS_Remplacant_Validateur,M3,CRM,False
M3 > Finance,LES FLUX ONT ETE CREES COMME DEMANDES,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,demande traitee,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,merci de saisir ces programmes précédés de Mforms:// ARS225,M3,M3,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,Période comptable ouverte par le DF sur 2022 en GLS990,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,"période comptable 2022 ouverte par le DF via le GLS990, merci de reessayer",M3,CRM,False
M3 > Finance,Merci de vous rapprocher du chef service Fournisseur qui a la charge d'effectuer ce paramétrage,M3,CRM,False
M3 > Finance,RAS,M3,M3,False
M3 > Finance,Nous clôturons ainsi l'incident,M3,Securité,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,Merci de voir avec le master data pour la prorogation de la dae de fin de validité du code projet en question,M3,CRM,False
